,Company Name,Job Title,Location,Salary Index,Summary
730,Texas Department of Public Safety,"Statistician III-IV, HSOC, THP-Austin",Austin%2C+TX,0.0,"Develop plans, policies, and procedures for analyzing and interpreting statistical data. Work involves coordinating the planning, analysis, and presentation of..."
731,University of Texas at Austin,Research Engineering/ Scientist Associate III - Lab Manager,Austin%2C+TX,0.0,"Collect, compile, and analyze data. To support funded research projects by providing lab management and conduct research in cell and molecular biology research..."
732,Alcatel-Lucent,Software Developer Co-op,Austin%2C+TX,0.0,"World-wide, our software helps service providers deliver a new generation of data services into a single, connected experience for their customers...."
733,University of Texas at Austin,Engineering Scientist Associate - R and D Software Developer,Austin%2C+TX,0.0,Data analysis for space weather remediation. Demonstrated proficiency in software development and knowledge of statistical characterization data sets....
734,The University of Texas System,Institutional Research Analyst,Austin%2C+TX,0.0,"Assist in ongoing development of data warehouse to work in tandem of BI Suite, which includes data integration, data quality, data cleansing, and other Extract..."
735,Clinical Pathology Laboratories,Analytical Chemistry Scientist,Austin%2C+TX,0.0,Processes data following procedures and guidelines. The Scientist works closely with other laboratory personnel....
736,Asuragen,Research Scientist,Austin%2C+TX,0.0,"Scientist I, Development*. Scientist I, Research and Technology Development*. Train assistant scientists and provide daily supervision as required...."
737,Apple,Workforce Management & Quantitative Planning Analyst,Austin%2C+TX,0.0,"Strong data & root cause analysis. Proven experience analyzing, interpreting and summarizing complex data as it relates to call center technologies...."
738,Precision For Value,"Research Scientist, Advanced Modeling",Austin%2C+TX,0.0,"Administrative hospital data, Electronic health record data, Registry data (SEER, SEER-Medicare, etc.), Survey data (NHANES, MEPS, NHIS, HRS, etc.)...."
739,Precision For Value,"Research Scientist, Epidemiology and Statistics, Health Anal...",Austin%2C+TX,0.0,"Weighted data, clinical trial data. Administrative hospital data. Electronic health record data. Administrative health insurance claims data...."
740,Integreon,Legal Research Analyst/Intellectual Property Paralegal,Austin%2C+TX,0.0,"Experience conducting in-depth research and analysis of Intellectual Property data to assemble, analyze and deliver patent and trademark information and draft..."
741,Texas Guaranteed Student Loan Corporation,Waypoint - Operations Research Analyst,Austin%2C+TX,0.0,"Demonstrated data management skills, including quality control, data transformation, file merges, and summarization of large data files...."
742,"Omega Optics, Inc",Si Nanophotonics Research Scientists and Application Enginee...,Austin%2C+TX,0.0,"High working ethics in data delivery. We are looking for high quality researchers with established track record in the area of photonics, with emphasis on..."
743,Dept of State Health Services,Linkage Specialist,Austin%2C+TX,0.0,Examples include consulting with other public health staff and scientists and serving on data workgroups. Provides recommendations for implementing data quality...
744,Ocean Conservancy,"Conservation Biologist, Gulf Restoration Program",Austin%2C+TX,0.0,Strong data management and project management skills required. Training and experience with statistical analyses and presentation of data....
745,UT Health Science Center at Houston,Sr. Statistician - Austin,Austin%2C+TX,0.0,"Four (4) years of experience analyzing outcomes resulting from survey data, internal data, and external data...."
746,University of Texas at Austin,Engineering Scientist Associate - Software Engineering Assoc...,Austin%2C+TX,0.0,"Thorough understanding of object-oriented programming concepts, data structures/design patterns/algorithm performance analysis...."
747,Natera,Laboratory Director,Austin%2C+TX,0.0,"2 or more years’ experience in a CLIA-certified clinical laboratory setting analyzing, interpreting and reporting clinical genetic/genomic data...."
748,"Signature Science, LLC",Bioinformatics Specialist,Austin%2C+TX,0.0,"Support projects through employing efficient and accurate data evaluation techniques, appropriately interpreting novel scenarios with limited support data,..."
749,"Gartner, Inc.","Software Advice, SEO Analyst, Gartner Research",Austin%2C+TX,0.0,"To analyze, review and implement changes to digital properties so that they are optimized for search engines. • Review and analyze digital properties for"
750,Myriad Development,Research Analyst/Customer Serv,Austin%2C+TX,0.0,"Myriad Development is an Austin, TX based leader in cloud based information and technology solutions to the Financial Services markets. Myriad Development has"
751,HUNTER Technical Resources,"Lead Instructor, Principal Data Scientist",Austin%2C+TX,0.0,"5+ years as a data scientist. Someone who has teaching experience whether its a formal professor, graduate instructor, someone who taught inside their own..."
752,Signature Science,Bioinformatics Specialist,Austin%2C+TX,0.0," Support projects through employing efficient and accurate data evaluation techniques, appropriately interpreting novel scenarios with limited support data,..."
753,Bioo Scientific Corp.,Staff Scientist,Austin%2C+TX,0.0,"Data organization and presentation are important components of this position. The candidate should have strong interpersonal skills, the ability to problem..."
754,JE Compliance,International Environmental Specialist,Austin%2C+TX,0.0,"The ability to interact with many different types of individuals, including executives, scientists, engineers, and other business professionals...."
755,Providence Partners,"Research Analyst (excel, analysis, client-facing)",Austin%2C+TX,0.0,"Company Located in South Austin, we are the leading information security research and advisory company globally. Benefits Phenomenal health benefits 3"
756,University of Texas at Austin,Engineering Scientist Associate - GNSS Analyst Associate,Austin%2C+TX,0.0,Experience with processing and analyzing GNSS data. Perform processing and detailed analysis of data collected by GPS/GNSS receivers....
757,Natera,Quality Control Development Scientist,Austin%2C+TX,0.0,Strong data analysis skills including setting specifications and monitoring reagent/kit lot performance....
758,"Evins Personnel Consultants, Inc.",Medical and Clinical Laboratory,Austin%2C+TX,0.0,"Log data from tests, discuss results and findings of lab test and procedures with physicians. Medical laboratory scientist / medical laboratory technician..."
759,Natera,Customer Care Tier 1 Specialist,Austin%2C+TX,0.0,"Data collection and maintenance. The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, software engineers and..."
760,Indeed,Product Marketing Manager,Austin%2C+TX,0.0,"Collaborate with product marketers, designers, data scientists and industry experts to produce relevant content that meets the needs of our employer audience...."
761,University of Texas at Austin,Engineering Scientist Associate - Web Application Developer...,Austin%2C+TX,0.0,Develop and maintain internal and external-facing web applications to support GPS/GNSS data analysis. Develop server and client-side software to implement web...
762,Lighthouse Recruiting,"Laboratory Manager, Genetics",Austin%2C+TX,0.0,Join our Medical Laboratory Scientists Groups:. QC all testing results to ensure data accuracy. We are currently looking for a lab manager to serve as the...
763,Natera,Research Associate II,Austin%2C+TX,0.0,"Write SOP’s, summarize data in spreadsheets, graphs and presentations. Interact with Scientists, RA’s and Automation Engineers and work as a team...."
764,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
765,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
766,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
767,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
768,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
769,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
770,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
771,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
772,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
773,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
774,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
775,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
776,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
777,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
778,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
779,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
780,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
781,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
782,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
783,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
784,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
785,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
786,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
787,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
788,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
789,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
790,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
791,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
792,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
793,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
794,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
795,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
796,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
797,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
798,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
799,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
800,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
801,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
802,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
803,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
804,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
805,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
806,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
807,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
808,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
809,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
810,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
811,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
812,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
813,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
814,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
815,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
816,Natera,Medical Technologist & Medical Results Coordinator,Austin%2C+TX,0.0,Word processing and data management skills required. Current ASCP board certification in Medical Technology or California State CLS or CGMBS license (Clinical...
817,"Magic Leap, Inc.",System Administrator (TX),Austin%2C+TX,0.0,"Performs data backups and data recovery operations. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of..."
818,University of Texas at Austin,Engineering Scientist Associate - Software Defined Radio Rec...,Austin%2C+TX,0.0,"Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution / acquisition and low-rate..."
819,"Myriad Genetics, Inc.",Temporary Laboratory Technician (Testing),Austin%2C+TX,0.0,"The Lab Technician I reports to a Supervisor, Senior Scientist, or Manager. This platform provides pre-clinical and clinical researchers with reproducible and..."
820,MarkMonitor,Data Scientist,San+Francisco%2C+CA,1.0,"Data skills (SQL, Hive, Pig). Applying machine learning to classification problems on unstructured data. MarkMonitor&mdash;the world leader in brand protection..."
821,Docker,"Senior Manager/Director, Alliances-Strategic Development",San+Francisco%2C+CA,1.0,"Have a pulse on partner industry to identify trends, maintain visibility on market data, etc. to identify opportunities across partners...."
822,Glassdoor,Principal Data Scientist,San+Francisco%2C+CA,1.0,Mentor a team of data scientists and ML engineers. Hands-on experience analyzing large data sets - how do you define big data?...
823,Thomson Reuters,Data Scientist,San+Francisco%2C+CA,1.0,"Explores existing data for insights and recommends additional sources of data for improvements. Citizenship and Immigration Services (USCIS), the H-1B visa cap..."
824,O'Reilly Media,Junior Research Scientist,San+Francisco%2C+CA,1.0,"Junior Research Scientist. This position is responsible for … Collaborating with Principal Learning Scientist, Learning Group, and key personnel and data..."
825,Jawbone,Data Scientist,San+Francisco%2C+CA,1.0,"The Team You can’t wait to join a team of data scientists, data engineers, and data visualization experts and make a huge impact on our best-in-class software...."
826,Lawrence Berkeley National Laboratory,Atomic and Molecular Dynamics Postdoctoral Fellow (Chemical...,San+Francisco%2C+CA,1.0,"Demonstrated experience analyzing multidimensional data sets using scientific programming languages. Collection, analysis and interpretation of multidimensional..."
827,Glassdoor,"Lead Data Scientist, Machine Learning",San+Francisco%2C+CA,1.0,"As a Lead Data Scientist, you will head up a 2-4 person team building state of the art algorithms for optimizing Job search and user experience...."
828,Smith Hanley Associates,Data Scientist,San+Francisco%2C+CA,1.0,"This person will recruit, build and lead a team of Data Scientists. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer..."
829,HSF Consulting,VP of Data Services,San+Francisco%2C+CA,1.0,"Teams included Data Services(including data engineering and data warehouse developers), Data Operations, and Data Science. Data lead at data company:...."
830,Smith Hanley Associates,"Manager, Data Science",San+Francisco%2C+CA,1.0,"Manager, Data Science. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer marketing...."
831,Rocket Fuel Inc.,Senior Rocket Scientist,San+Francisco%2C+CA,1.0,Experience analyzing data. Rocket Fuel technology platform supports a serving system that handles over 80 billion events every day (vs ~3 billion daily Google...
832,Culver Careers,Account Executive,San+Francisco%2C+CA,1.0,"$150, 000 base salary, commensurate with experience. Cloud, big data, mobile, and the Internet of Things...."
833,Lawrence Berkeley National Laboratory,Project Scientist (Physics),San+Francisco%2C+CA,1.0,"At least 3 years postdoctoral experience, and strong computing skills applied to low-level data processing such as image analysis and spectroscopic data..."
834,Glassdoor,Senior Software Engineer - Data Platform,San+Francisco%2C+CA,1.0,"The ideal candidate is a hands-on platform builder with significant experience in building scalable data platforms in the cloud to enable business intelligence,..."
835,Impossible Foods,R&D Food Product Development Scientist/Engineer,San+Francisco%2C+CA,1.0,"Occasionally lift or move objects up to 30 lbs. Designing, planning and executing experiments for bench top, pilot plant and plant trials, gathering and..."
836,"Profusa, Inc.",Sensor Scientist/Engineer,San+Francisco%2C+CA,1.0,"Based on analysis of data, make recommendations for sensor improvements. Collect, organize, process, and analyze data from sensor performance studies using..."
837,Protingent,CloudScaling Engineer,San+Francisco%2C+CA,1.0,"Position Title: CloudScaling Engineer Position Description: Protingent Staffing has an exciting opportunity with our client in San Francisco, CA. Our client’"
838,CyberCraft,Senior Sales Manager (part-time ),San+Francisco%2C+CA,1.0,Resulting in a sales closure) we are willing to pay an average fee of $15 000 depending on the contract amount....
839,"Aspera, an IBM Company",Sr. Solutions Engineer,San+Francisco%2C+CA,1.0,"At the root of Aspera’s success lies our innovative, patented, highly efficient bulk data transport technology:...."
840,Glassdoor,Lead Machine Learning Engineer,San+Francisco%2C+CA,1.0,Work with the team of engineers and data scientists to improve relevance ranking for job listings within search....
841,In-Team,Lead développeur Ruby | Start-up établie,San+Francisco%2C+CA,1.0,"Postuler à ce poste Attachez une pièce jointe, CV / lettre de motivation au format zip, pdf ou doc (max 2Mo) Please leave this field empty. Cette société"
842,Docker,"Director, Human Resources/HR Business Partner",San+Francisco%2C+CA,1.0,"With Docker, IT organizations shrink application delivery from months to minutes, frictionlessly move workloads between data centers and the cloud and can..."
843,Glassdoor,Machine Learning Architect,San+Francisco%2C+CA,1.0,Mentor a team of data scientists and ML engineers. Hands-on experience analyzing large data sets - how do you define big data?...
844,Ecorithm,Account Executive/Sales,San+Francisco%2C+CA,1.0,"Our team is made up of world class, award-winning scientists, web and database application gurus, and dynamic building system experts...."
845,In-Team,Lead Dev Ruby/DevOps | Visa Pour San Francisco,San+Francisco%2C+CA,1.0,"Postuler à ce poste Attachez une pièce jointe, CV / lettre de motivation au format zip, pdf ou doc (max 2Mo) Merci de laisser ce champ vide. Cette société"
846,Docker,"Interaction Designer, UX, and Product Design",San+Francisco%2C+CA,1.0,"With Docker, IT organizations shrink application delivery from months to minutes, frictionlessly move workloads between data centers and the cloud and can..."
847,Docker,"Regional Account Executive, West",San+Francisco%2C+CA,1.0,"With Docker, IT organizations shrink application delivery from months to minutes, frictionlessly move workloads between data centers and the cloud and can..."
848,Jobspring Partners,Software Architect - hands on Java,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
849,Talon,Full Stack Web Developer - SF,San+Francisco%2C+CA,1.0,You will work with third-party API’ s to integrate external data into our product. Full-Stack Web Developer....
850,Talon,Back-End Web Developer - SF,San+Francisco%2C+CA,1.0,"You will work with third-party API’ s to integrate external data into our product. San Francisco, CA...."
851,Talon,Front-End Web Developer - SF,San+Francisco%2C+CA,1.0,"Position: Front-End Web Developer Location: San Francisco, CA Status: Direct Hire Salary Range: $80, 000-$110, 000 Job Description: One of our top"
852,HDR,Senior Mechanical Engineer,San+Francisco%2C+CA,1.0,"15+ years in mechanical system design of commercial or institutional buildings with a minimum of 300 000 sf of Healthcare, Science and Technology, Civic..."
853,Bina Technologies Inc.,Enterprise Software Architect,San+Francisco%2C+CA,1.0,The complexity and sheer size of the data in the life sciences will make astronomical data problems look modest....
854,Culver Careers,Sales Engineer,San+Francisco%2C+CA,1.0,"Up to a $200, 000 AFY (Base Salary + commission). Our client is a 50+ year established privately held company specializing in specializing in industrial..."
855,Docker,"Account Executive, Inside Sales (Mid-Market)",San+Francisco%2C+CA,1.0,"With Docker, IT organizations shrink application delivery from months to minutes, frictionlessly move workloads between data centers and the cloud and can..."
856,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
857,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
858,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
859,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
860,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
861,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
862,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
863,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
864,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
865,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
866,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
867,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
868,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
869,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
870,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
871,Jobspring Partners,Senionr Java Engineer - Autonomous car and navigation softwa...,San+Francisco%2C+CA,1.0,"Software Engineer, Data science, data scientist, r, python, numpy, Java, J2EE, Scala, Hadoop, Map reduce, Hbase, Hive, Pig, Kafka, Zookeeper, Java, architecture..."
872,Memorial Sloan Kettering,Data Scientist VI,New+York%2C+NY,1.0,"MSK Data Products, within Strategy and Innovation, is a multidisciplinary team of designers, software engineers and data scientists working inside MSK...."
